Nickname: giacomo, Score: 40, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 30, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 10, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 50, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 60, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
Nickname: m, Score: 70, Level: 1
